ID,No. de caja,Secuencia de expedientes,No. de expediente,Contenido,Fecha,No. de Ley/Resolución/Decreto,Observaciones,Tipo de Iniciativa,Resolución / contrato
4227,35,5558-5582,5560,"Proyecto de ley en virtud del cual se agrega un acápite al artículo 401 del Código Penal, modificado por la Ley No. 461, del 17 de mayo de 1941, y se modifica el artículo 2° de la misma ley #461.",21/10/1950,Ley #2540,,Proyecto de Ley,
4228,35,5558-5582,5561,"Proyecto de resolución que autoriza a la Asociación Nacional de Maestros a erigir un busto en bronce del generalísimo Rafael Leónidas Trujillo Molina, presidente de la República, benefactor de la patria y primer maestro de la República, en los jardines aledaños a la Secretaría de Estado de Educación y Bellas Artes.",25/10/1950,Resolución #2537,,Resolución,
4229,35,5558-5582,5562,Proyecto de ley mediante el cual se transfiere la suma de RD$305.643.10 dentro de varios capítulos de la vigente Ley de Gastos Públicos para el año 1950.,25/10/1950,Ley #2535,,Proyecto de Ley,
4230,35,5558-5582,5563,"Proyecto de ley por el cual se dispone que el Estado solamente podrá extraer y elaborar yeso, para cualquier uso, de las minas y yacimientos existentes en el país.",26/10/1950,Ley #2534,,Proyecto de Ley,
4231,35,5558-5582,5564,"Ley por cuyo medio se autoriza la impresión, emisión y venta a la par, más los intereses devengados, de bonos de la República Dominicana por un valor de RD$3,000,000.00, en bonos de RD$1,000.00 cada uno, los cuales se denominaran “Bonos para el fomento de la industria salinera al 5% anual” (fomento de la explotación de sal y el yeso).",26/10/1950,Ley #2536,,Proyecto de Ley,
4232,35,5558-5582,5565,"Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Lorenzo Martínez, en fecha 6 de octubre del año 1950.",28/10/1950,Resolución #2551,,Resolución,
4233,35,5558-5582,5566,"Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Francisco Velásquez Rosario, en fecha 6 de octubre de 1950.",28/10/1950,Resolución #2550,,Resolución,
4234,35,5558-5582,5567,Ley por medio del cual se establecen ciertas disposiciones relativas al secado de la madera de producción nacional.,31/10/1950,Ley #2538,,Proyecto de Ley,
4235,35,5558-5582,5568,Resolución aprobatoria del contrato suscrito en fecha 27 de septiembre de 1950 entre el Estado dominicano y el señor Amado Mallol G.,01/11/1950,Resolución #2548,,Resolución,
4236,35,5558-5582,5569,"Proyecto de resolución por la cual se aprueba el contrato entre el Estado dominicano y el señor Luis Emilio Duluc, una porción de 7,000 tareas de terreno en el sitio de Cumayasa, común de La Romana, en fecha 10 de octubre de 1950.",01/11/1950,Resolución #2542,,Resolución,
4237,35,5558-5582,5570,"Resolución por cuyo medio se aprueba un contrato suscrito el día 10 de octubre de 1950, entre el Estado dominicano y el señor Luis Emilio Duluc, por el cual el primero vende al segundo una porción de terreno de 847 tareas por el valor total de RD$509.00.",01/11/1950,Resolución #2541,,Resolución,
4238,35,5558-5582,5571,"Proyecto de resolución por medio de la cual se prorroga hasta por sesenta días más, a contra del día 14 de noviembre del corriente año, la actual Legislatura Ordinaria iniciada el día 16 de agosto de 1950.",02/11/1950,Resolución #2549,,Resolución,
4239,35,5558-5582,5572,Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y la señora Josefa Jiménez de Medina.,07/11/1950,Resolución #2554,,Resolución,
4240,35,5558-5582,5573,"Ley por cuyo medio se deroga y sustituye la Ley de Carreteras y Tránsito por las Mismas, del 11 de marzo de 1946, y se denomina “Ley sobre Tránsito de Vehículos”.",09/11/1950,Ley #2556,,Proyecto de Ley,
4241,35,5558-5582,5574,"Proyecto de resolución por cuyo medio se autoriza al Consejo Nacional de Mujeres, Inc., a erigir un busto, en bronce, de la eximia poetisa y educadora Salomé Ureña de Henríquez, en el vestíbulo de la Escuela Normal de Señoritas “Salomé Ureña” de esta ciudad.",09/11/1950,Resolución #2555,,Resolución,
4242,35,5558-5582,5575,"Proyecto de ley en virtud del cual se hará anualmente, a partir de este año, con el objeto de contribuir a los propósitos de protección a la infancia, una emisión especial de sellos semi-postales de la denominación de un centavo de valor facial, que se expenderán desde el 1° hasta el 31 de diciembre de cada año.",09/11/1950,Ley #2552,,Proyecto de Ley,
4243,35,5558-5582,5576,"Proyecto de ley por medio del cual se autoriza una transferencia de fondos por valor de RD$188.227.75, dentro de varios capítulos de la vigente Ley de Gastos Públicos. ",14/11/1950,Ley #2553,,Proyecto de Ley,
4244,35,5558-5582,5577,"Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Fernando León, en fecha 17 de octubre del 1950.",18/11/1950,Resolución #2572,,Resolución,
4245,35,5558-5582,5578,"Proyecto de resolución aprobatoria del contrato intervenido entre el Estado y el señor Juan María Fernández Malagón, en fecha 31 de octubre de 1950.",18/11/1950,Resolución #2577,,Resolución,
4246,35,5558-5582,5579,"Proyecto de resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Miguel Ángel Báez Díaz, en fecha 28 de octubre de 1950.",18/11/1950,Resolución #2576,,Resolución,
4247,35,5558-5582,5580,"Proyecto de resolución por cuyo medio se aprueba el contrato intervenido entre el Estado dominicano y el señor Luis León, en fecha 17 de octubre del 1950.",18/11/1950,Resolución #2574,,Resolución,
4248,35,5558-5582,5581,"Proyecto de ley en virtud del cual se crea bajo la denominación de Patronato de Menores, un organismo central, dependiente de la Secretaría de Estado de Previsión Social, a cuyo cargo estará la dirección de todos los asuntos y la solución de todos los problemas relativos a la infancia ",19/11/1950,Ley #2570,,Proyecto de Ley,
4249,35,5558-5882,5582,"Ley por cuyo medio se asigna una pensión del Estado al señor Eugenio A. Álvarez, de RD$250.00.",21/11/1950,Ley #2560,,Proyecto de Ley,
4250,36,5583-5602,5583,"Resolución aprobatoria del nombramiento diplomático expedido por el Poder Ejecutivo a favor del señor Danilo Brugal Alfau, como primer secretario de embajadas y legaciones.",22/11/1950,Resolución #2557,,Resolución,
4251,36,5583-5602,5584,Proyecto de ley por cuyo medio se  deroga la ley de Amnistía y sus modificaciones (moción del senador W. Troncoso Sánchez).,22/11/1950,Ley #2559,,Proyecto de Ley,
4252,36,5583-5602,5585,"Resolución aprobatoria de un contrato intervenido entre el Estado dominicano y el señor José María Báez Montero, en fecha 13 de noviembre del año 1950.",22/11/1950,Resolución #2573,,Resolución,
4253,36,5583-5602,5586,"Moción de los senadores Garrido, Nanita y Henríquez sobre remisión el excelentísimo presidente Trujillo de un mensaje anticipándole la adhesión del Senado a cuantas medidas tomare su gobierno con el fin de preservar y conservar la interna e internacional.",23/11/1950,-,,Resolución,
4254,36,5583-5602,5587,"Resolución por la cual se aprueba el contrato de fecha 6 de septiembre de 1950, entre el Estado dominicano y el señor José Ramón Báez Guerrero.",22/11/1950,Resolución #2575,,Resolución,
4255,36,5583-5602,5588,Resolución aprobatoria de un contrato intervenido entre el Estado dominicano y el Banco de Crédito Agrícola e Industrial (explotación de la sal y del yeso).,22/11/1950,Resolución #2562,,Resolución,
4256,36,5583-5602,5589,"Ley por cuyo medio se dispone la confiscación y venta de los caballos a los cuales se administren drogas narcóticas o excitantes, para indemnizar a los hipódromos y cubrir las multas impuestas en tales casos (artículo 4 ley sobre Deportes).",23/11/1950,Ley #2571,,Proyecto de Ley,
4257,36,5583-5602,5590,"Ley por cuyo medio se modifican los capítulos IV, V y VI de la Ley de Patentes No. 2578 de fecha 13 de mayo de 1950.",23/11/1950,Ley #2558,,Proyecto de Ley,
4258,36,5583-5602,5591,"Ley por el cual se deja sin efecto la Ley No. 2120 del 2 de octubre de 1949, que modificó el artículo 3 de la Ley No. 1667, del 13 de marzo de 1948 que atribuye a la Caja Dominicana de Seguros Sociales el negocio de seguros contra accidentes del trabajo. ",27/11/1950,Ley #2581,,Proyecto de Ley,
4259,36,5583-5602,5592,"Ley por el cual se modifican los artículos 1 y 2 de la Ley No. 2528, publicada en la Gaceta Oficial No. 2528, publicada en la Gaceta Oficial No. 7192, sobre las secciones municipales de la común de Santiago.",27/11/1950,Ley #2582,,Proyecto de Ley,
4260,36,5583-5602,5593,"Proyecto de resoluciones aprobatorias de los contratos suscritos entre el Estado dominicano y los señores Ramón Arias Olivares, Juan Castillo Veloz, Domingo Duran, Ramón de Jesús Gil, Julio César Rivas Gómez, Aurelio Chávez Ventura, Hungría de Jesús Gil, Matías Sánchez, Ramón Antonio Santiago Mata, Sergio Rosa Méndez, Erasmo Camacho, Juan C. Padilla, Ercilio Antonio Disla Morel.",27/11/1950,"Resoluciones #2589, 2590, 2591, 2592, 2593, 2594, 2595 y 2596",,Resolución,
4261,36,5583-5602,5594,Ley que tiene por objeto restablecer con nuevas disposiciones los artículos 205 y 206 de la Ley de Vías de Comunicación.,27/11/1950,Ley #2580,,Proyecto de Ley,
4262,36,5583-5602,5595,Ley relativa a los impuestos ad-valorem sobre la exportación de melazas.,28/11/1950,Ley #2579,,Proyecto de Ley,
4263,36,5583-5602,5596,"Ley relativa a los impuestos de importación sobre gasolina, el diesel oil, el gas oil, el gas corriente para alumbrado y otros combustibles.",28/11/1950,Ley #2567,,Proyecto de Ley,
4264,36,5583-5602,5597,"Ley por el cual se modifica el artículo único de la Ley No.2215 publicada en la Gaceta Oficial #7051, relativa a la expedición de licencias para portar armas de fuego.",28/11/1950,Ley #2585,,Proyecto de Ley,
4265,36,5583-5602,5598,"Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Toribio Castillo Pérez, en fecha 13 de octubre de 1950.",28/11/1950,Resolución #2578,,Resolución,
4266,36,5583-5602,5599,Resolución aprobatoria del contrato intervenido entre el Estado dominicano y el señor Francisco Antonio Arias de Jesús Gil.,28/11/1950,Resolución #2584,,Resolución,
4267,36,5583-5602,5600,Resolución aprobatoria de un contrato intervenido entre el Estado dominicano y el señor Antonio de Jesús Gil.,28/11/1950,Resolución #2583,,Resolución,
4268,36,5583-5602,5601,Ley por cuyo medio se establece a partir del día 1° de enero de 1951 un impuesto adicional sobre las mercancías.,29/11/1950,Ley #2568,,Proyecto de Ley,
4269,36,5593-5602,5602,"Ley por cuyo medios se dispone la no aplicación del impuesto sobre la renta, tal como quedo establecido por la Ley No. 2344, Gaceta Oficial No. 7107, desde el 1° de enero del año 1951.",29/11/1950,Ley #2563,,Proyecto de Ley,
4270,37,5306-5619,5603,Ley por cuyo medio a partir del 1° de diciembre la Dirección General de la Cédula Personal de Identidad funcionará bajo el control y dependencia de la Secretaría de Estado y Crédito Público,29/11/1950,Ley #2564,,Proyecto de Ley,
4271,37,5306-5619,5604,Ley que sujeta nuevamente a una escala progresiva el pago del impuesto sobre la Cédula Personal de Identidad.,29/11/1950,Ley #2565,,Proyecto de Ley,
4272,37,5306-5619,5605,Ley sobre reducción del Impuesto de Cédula (50%).,29/11/1950,Ley #2566,,Proyecto de Ley,
4273,37,5306-5619,5606,Ley sobre Impuesto sobre Sucesiones y Donaciones.,29/11/1950,Ley #2569,,Proyecto de Ley,
4274,37,5306-5619,5607,"Ley que agrega un párrafo (1) al artículo 26 de la Ley sobre Naturalización No. 1683, del 16 de abril de 1948.",27/11/1950,Ley #2665,,Proyecto de Ley,
4275,37,5306-5619,5608,"Resolución aprobatoria del nombramiento diplomático expedido por el Poder Ejecutivo a favor del Dr. Ricardo Pérez Alfonseca, como embajador extraordinario y plenipotenciario de la República en el Perú.",30/11/1950,Resolución #2586,,Resolución,
4276,37,5306-5619,5609,"Ley por el cual se agregan tres párrafos nuevos (V, VI y VII) al artículo 42 de la Ley sobre Exploración y Explotación de Minas, Canteras y Turberas No. 1852 del 27 de noviembre de 1948.",01/12/1950,Ley #2670,,Proyecto de Ley,
4277,37,5306-5619,5610,Proyectos de leyes por los cuales se modifican o suprimen algunas disposiciones de la Ley Orgánica del Banco Central, de la Ley Orgánica del Banco de Reservas de la República y de la Ley Orgánica del Banco de Crédito Agrícola e Industrial.,02/12/1950,"Leyes #2666, 2653 y 2671",,Proyecto de Ley
4278,37,5306-5619,5611,"Proyecto de ley por medio del cual se modifica el artículo 2° de la ley de Divorcio No.1306-bis, del 21 de mayo de 1937.",07/12/1950,Ley #2669,,Proyecto de Ley,
4279,37,5306-5619,5612,"Proyectos de resoluciones aprobatorias de los contratos intervenidos entre el Estado dominicano y los señores Isa Elías Kaluche, Juan Santana, Juan Polanco Santos, Martin Liriano Suero, Carlos María Durán Guzmán, Concepción Sánchez Liriano, Domingo Núñez Paulino, Antonio Moscoso Polanco, Pedro Severino, Ignacio Arias Sánchez, Eulalio Vargas, Luis Rodríguez Lozano, Dolores Rodríguez de Castillo, Laura Ramona Jiménez de Jiménez, Mariano Peralta, Marcos Corporán Medina, Manuel Ramón Viñas Infante y Máximo López Minaya.",07/12/1950,"Resoluciones #2622, 2623, 2628, 2625, 2634,2621, 2626, 2637, 2631, 2630, 2638, 2632, 2624, 2627, 2633, 2624, 2636 y 2635 ",,Resolución,
4280,37,5306-5619,5613,"Proyecto de ley por el cual se deroga el capitulo XIX de la ley sobre Aduanas y Puertos, y se sustituye dicho capitulo con un nuevo grupo de textos legales con el rubro de “De las reclamaciones y recursos contra las decisiones aduaneras”.",11/12/1950,Ley #2664,,Proyecto de Ley,
4281,37,5306-5619,5614,"Proyecto de ley por virtud del cual no se concederán en lo futuro permisos para el corte de arboles en los terrenos particulares mensurados catastralmente, por cuenta del Estado, si los interesados no presentan la debida constancia que demuestre que el precio de la respectiva mensura ha sido pagado.",11/12/1950,Ley #2668,,Proyecto de Ley,
4282,37,5306-5619,5615,"Ley por medio de la cual se modifican los artículos 43, 44 y 45 de la Ley sobre Contratos de Trabajo No. 637, del 16 de junio de 1944 y se agrega a la misma el artículo 45-bis.",12/12/1950,Ley #2640,,Proyecto de Ley,
4283,37,5306-5619,5616,"Proyecto de ley en virtud del cual se deroga a partir del 1° de enero de 1951, la Ley No. 317, del 9 de abril de 1932, así como cualquier otra disposición legal que fije en beneficio de las tesorerías municipales una comisión por el cobro del impuesto sobre la Cédula Personal de Identidad.",17/12/1950,Ley #2659,,Proyecto de Ley,
